,game_date,total_pts,total_min,total_games,season_type,season,league_avg_ppm,days_since_last_game,date_num
351,2015-03-27,2543.0,6339.0,13,2,2015,4.011673765578167,1.0,144
352,2015-03-28,1026.0,2402.0,5,2,2015,4.271440466278102,1.0,145
353,2015-03-29,1804.0,4327.0,9,2,2015,4.169170325860874,1.0,146
354,2015-03-30,1391.0,3414.0,7,2,2015,4.074399531341535,1.0,147
355,2015-03-31,809.0,1922.0,4,2,2015,4.209157127991675,1.0,148
356,2015-04-01,2483.0,5762.0,12,2,2015,4.309267615411315,1.0,149
357,2015-04-02,624.0,1440.0,3,2,2015,4.333333333333333,1.0,150
358,2015-04-03,1928.0,4805.0,10,2,2015,4.012486992715921,1.0,151
359,2015-04-04,1998.0,4854.0,10,2,2015,4.11619283065513,1.0,152
360,2015-04-05,1392.0,3363.0,7,2,2015,4.139161462979483,1.0,153
361,2015-04-06,202.0,481.0,1,2,2015,4.1995841995842,1.0,154
362,2015-04-07,1206.0,2883.0,6,2,2015,4.183142559833507,1.0,155
363,2015-04-08,2639.0,6235.0,13,2,2015,4.232558139534884,1.0,156
364,2015-04-09,388.0,961.0,2,2,2015,4.037460978147763,1.0,157
365,2015-04-10,2429.0,5853.0,12,2,2015,4.150008542627712,1.0,158
366,2015-04-11,1198.0,2881.0,6,2,2015,4.15827837556404,1.0,159
367,2015-04-12,1876.0,4324.0,9,2,2015,4.338575393154487,1.0,160
368,2015-04-13,2417.0,5762.0,12,2,2015,4.194724054147865,1.0,161
369,2015-04-14,595.0,1539.0,3,2,2015,3.866146848602989,1.0,162
370,2015-04-15,2916.0,6765.0,14,2,2015,4.310421286031042,1.0,163
371,2015-04-18,804.0,1972.0,4,3,2015,4.077079107505071,3.0,164
372,2015-04-19,789.0,1920.0,4,3,2015,4.109375,1.0,165
373,2015-04-20,357.0,960.0,2,3,2015,3.71875,1.0,166
374,2015-04-21,623.0,1443.0,3,3,2015,4.317394317394317,1.0,167
375,2015-04-22,584.0,1485.0,3,3,2015,3.9326599326599325,1.0,168
376,2015-04-23,659.0,1589.0,3,3,2015,4.147262429200755,1.0,169
377,2015-04-24,636.0,1439.0,3,3,2015,4.419735927727588,1.0,170
378,2015-04-25,787.0,1919.0,4,3,2015,4.101094319958311,1.0,171
379,2015-04-26,862.0,1923.0,4,3,2015,4.482579303172127,1.0,172
380,2015-04-27,608.0,1491.0,3,3,2015,4.077800134138163,1.0,173
381,2015-04-28,415.0,960.0,2,3,2015,4.322916666666667,1.0,174
382,2015-04-29,396.0,959.0,2,3,2015,4.129301355578727,1.0,175
383,2015-04-30,384.0,959.0,2,3,2015,4.004171011470281,1.0,176
384,2015-05-01,198.0,482.0,1,3,2015,4.1078838174273855,1.0,177
385,2015-05-02,220.0,479.0,1,3,2015,4.592901878914405,1.0,178
386,2015-05-03,389.0,962.0,2,3,2015,4.043659043659043,1.0,179
387,2015-05-04,409.0,958.0,2,3,2015,4.269311064718163,1.0,180
388,2015-05-05,383.0,959.0,2,3,2015,3.9937434827945775,1.0,181
389,2015-05-06,421.0,961.0,2,3,2015,4.380853277835588,1.0,182
390,2015-05-08,418.0,959.0,2,3,2015,4.358706986444212,2.0,183
391,2015-05-09,392.0,962.0,2,3,2015,4.074844074844075,1.0,184
392,2015-05-10,393.0,959.0,2,3,2015,4.098018769551616,1.0,185
393,2015-05-11,392.0,962.0,2,3,2015,4.074844074844075,1.0,186
394,2015-05-12,434.0,961.0,2,3,2015,4.516129032258065,1.0,187
395,2015-05-13,339.0,963.0,2,3,2015,3.520249221183801,1.0,188
396,2015-05-14,393.0,959.0,2,3,2015,4.098018769551616,1.0,189
397,2015-05-15,386.0,957.0,2,3,2015,4.033437826541275,1.0,190
398,2015-05-17,213.0,478.0,1,3,2015,4.456066945606695,2.0,191
399,2015-05-19,216.0,479.0,1,3,2015,4.509394572025053,2.0,192
400,2015-05-20,185.0,482.0,1,3,2015,3.838174273858921,1.0,193
401,2015-05-21,197.0,480.0,1,3,2015,4.104166666666667,1.0,194
402,2015-05-22,176.0,479.0,1,3,2015,3.674321503131524,1.0,195
403,2015-05-23,195.0,482.0,1,3,2015,4.045643153526971,1.0,196
404,2015-05-24,225.0,529.0,1,3,2015,4.253308128544424,1.0,197
405,2015-05-25,243.0,479.0,1,3,2015,5.073068893528184,1.0,198
406,2015-05-26,206.0,481.0,1,3,2015,4.282744282744282,1.0,199
407,2015-05-27,194.0,479.0,1,3,2015,4.050104384133612,1.0,200
408,2015-06-04,208.0,530.0,1,3,2015,3.9245283018867925,8.0,201
409,2015-06-07,188.0,527.0,1,3,2015,3.5673624288425048,3.0,202
410,2015-06-09,187.0,480.0,1,3,2015,3.8958333333333335,2.0,203
411,2015-06-11,185.0,478.0,1,3,2015,3.8702928870292888,2.0,204
412,2015-06-14,195.0,480.0,1,3,2015,4.0625,3.0,205
413,2015-06-16,202.0,478.0,1,3,2015,4.2259414225941425,2.0,206
414,2015-10-27,598.0,1440.0,3,2,2016,4.152777777777778,133.0,1
415,2015-10-28,2838.0,6716.0,14,2,2016,4.225729600952948,1.0,2
416,2015-10-29,620.0,1438.0,3,2,2016,4.3115438108484,1.0,3
417,2015-10-30,2471.0,5913.0,12,2,2016,4.178927786233722,1.0,4
418,2015-10-31,1260.0,2876.0,6,2,2016,4.381084840055633,1.0,5
419,2015-11-01,1344.0,3357.0,7,2,2016,4.003574620196604,1.0,6
420,2015-11-02,1392.0,3350.0,7,2,2016,4.155223880597015,1.0,7
421,2015-11-03,1412.0,3358.0,7,2,2016,4.204883859440143,1.0,8
422,2015-11-04,2016.0,4850.0,10,2,2016,4.156701030927835,1.0,9
423,2015-11-05,975.0,2403.0,5,2,2016,4.057428214731585,1.0,10
424,2015-11-06,2052.0,4810.0,10,2,2016,4.266112266112266,1.0,11
425,2015-11-07,1782.0,4368.0,9,2,2016,4.079670329670329,1.0,12
426,2015-11-08,1014.0,2397.0,5,2,2016,4.230287859824781,1.0,13
427,2015-11-09,1400.0,3357.0,7,2,2016,4.1703902293714625,1.0,14
428,2015-11-10,1473.0,3360.0,7,2,2016,4.383928571428571,1.0,15
429,2015-11-11,2233.0,5292.0,11,2,2016,4.219576719576719,1.0,16
430,2015-11-12,650.0,1438.0,3,2,2016,4.520166898470097,1.0,17
431,2015-11-13,2143.0,5285.0,11,2,2016,4.054872280037843,1.0,18
432,2015-11-14,1391.0,3508.0,7,2,2016,3.9652223489167615,1.0,19
433,2015-11-15,1370.0,3361.0,7,2,2016,4.076167807200238,1.0,20
434,2015-11-16,1205.0,2882.0,6,2,2016,4.181124219292158,1.0,21
435,2015-11-17,1410.0,3359.0,7,2,2016,4.197677880321525,1.0,22
436,2015-11-18,2050.0,4907.0,10,2,2016,4.177705318932138,1.0,23
437,2015-11-19,681.0,1440.0,3,2,2016,4.729166666666667,1.0,24
438,2015-11-20,2157.0,5283.0,11,2,2016,4.082907438955139,1.0,25
439,2015-11-21,1365.0,3361.0,7,2,2016,4.061291282356441,1.0,26
440,2015-11-22,1275.0,2880.0,6,2,2016,4.427083333333333,1.0,27
441,2015-11-23,1416.0,3409.0,7,2,2016,4.153710765620417,1.0,28
442,2015-11-24,1227.0,2884.0,6,2,2016,4.254507628294037,1.0,29
443,2015-11-25,2373.0,5763.0,12,2,2016,4.11764705882353,1.0,30
444,2015-11-27,2401.0,5766.0,12,2,2016,4.1640652098508495,2.0,31
445,2015-11-28,1326.0,3359.0,7,2,2016,3.9476034534087527,1.0,32
446,2015-11-29,1568.0,3888.0,8,2,2016,4.032921810699588,1.0,33
447,2015-11-30,1582.0,3847.0,8,2,2016,4.112295295035093,1.0,34
448,2015-12-01,1194.0,2936.0,6,2,2016,4.06675749318801,1.0,35
449,2015-12-02,1799.0,4366.0,9,2,2016,4.120476408612002,1.0,36
450,2015-12-03,1231.0,2881.0,6,2,2016,4.27282193682749,1.0,37
451,2015-12-04,1216.0,2933.0,6,2,2016,4.145925673371974,1.0,38
452,2015-12-05,2115.0,4852.0,10,2,2016,4.359027205276175,1.0,39
453,2015-12-06,1015.0,2399.0,5,2,2016,4.230929553980825,1.0,40
454,2015-12-07,1790.0,4328.0,9,2,2016,4.135859519408503,1.0,41
455,2015-12-08,1266.0,2878.0,6,2,2016,4.398888116747742,1.0,42
456,2015-12-09,2017.0,4854.0,10,2,2016,4.1553358055212195,1.0,43
457,2015-12-10,751.0,1921.0,4,2,2016,3.9094221759500263,1.0,44
458,2015-12-11,2219.0,5428.0,11,2,2016,4.088061901252764,1.0,45
459,2015-12-12,1856.0,4314.0,9,2,2016,4.30227167362077,1.0,46
460,2015-12-13,780.0,1972.0,4,2,2016,3.955375253549696,1.0,47
461,2015-12-14,2022.0,4844.0,10,2,2016,4.174236168455822,1.0,48
462,2015-12-15,790.0,1924.0,4,2,2016,4.106029106029106,1.0,49
463,2015-12-16,2488.0,5761.0,12,2,2016,4.318694671064051,1.0,50
464,2015-12-17,606.0,1487.0,3,2,2016,4.075319435104237,1.0,51
465,2015-12-18,2515.0,5958.0,12,2,2016,4.221215172876804,1.0,52
466,2015-12-19,988.0,2399.0,5,2,2016,4.1183826594414334,1.0,53
467,2015-12-20,1456.0,3366.0,7,2,2016,4.325609031491384,1.0,54
468,2015-12-21,1833.0,4325.0,9,2,2016,4.238150289017341,1.0,55
469,2015-12-22,799.0,1921.0,4,2,2016,4.15929203539823,1.0,56
470,2015-12-23,2621.0,6296.0,13,2,2016,4.162960609911054,1.0,57
471,2015-12-25,905.0,2451.0,5,2,2016,3.6923704610363117,2.0,58
472,2015-12-26,2647.0,6241.0,13,2,2016,4.241307482775196,1.0,59
473,2015-12-27,825.0,1920.0,4,2,2016,4.296875,1.0,60
474,2015-12-28,2196.0,5280.0,11,2,2016,4.159090909090909,1.0,61
475,2015-12-29,1063.0,2449.0,5,2,2016,4.340547162106982,1.0,62
476,2015-12-30,2033.0,4850.0,10,2,2016,4.191752577319588,1.0,63
477,2015-12-31,1270.0,2883.0,6,2,2016,4.405133541449878,1.0,64
478,2016-01-01,946.0,2400.0,5,2,2016,3.941666666666667,1.0,65
479,2016-01-02,2250.0,5377.0,11,2,2016,4.184489492281942,1.0,66
480,2016-01-03,1000.0,2402.0,5,2,2016,4.163197335553705,1.0,67
481,2016-01-04,2040.0,4860.0,10,2,2016,4.197530864197531,1.0,68
482,2016-01-05,861.0,2019.0,4,2,2016,4.264487369985141,1.0,69
483,2016-01-06,2153.0,5282.0,11,2,2016,4.076107535024612,1.0,70
484,2016-01-07,847.0,1918.0,4,2,2016,4.416058394160584,1.0,71
485,2016-01-08,1975.0,4800.0,10,2,2016,4.114583333333333,1.0,72
486,2016-01-09,1429.0,3361.0,7,2,2016,4.251710800357037,1.0,73
487,2016-01-10,1754.0,4424.0,9,2,2016,3.964737793851718,1.0,74
488,2016-01-11,613.0,1447.0,3,2,2016,4.236351071181756,1.0,75
489,2016-01-12,1660.0,3892.0,8,2,2016,4.265159301130525,1.0,76
490,2016-01-13,2023.0,4802.0,10,2,2016,4.2128279883381925,1.0,77
491,2016-01-14,1251.0,2982.0,6,2,2016,4.195171026156942,1.0,78
492,2016-01-15,1814.0,4374.0,9,2,2016,4.147233653406493,1.0,79
493,2016-01-16,1646.0,3846.0,8,2,2016,4.279771190847634,1.0,80
494,2016-01-17,1034.0,2400.0,5,2,2016,4.308333333333334,1.0,81
495,2016-01-18,2217.0,5105.0,10,2,2016,4.342801175318315,1.0,82
496,2016-01-19,788.0,1921.0,4,2,2016,4.102030192608017,1.0,83
497,2016-01-20,2265.0,5377.0,11,2,2016,4.212386088897154,1.0,84
498,2016-01-21,1019.0,2405.0,5,2,2016,4.237006237006237,1.0,85
499,2016-01-22,1877.0,4372.0,9,2,2016,4.293229643183897,1.0,86
500,2016-01-23,1609.0,3844.0,8,2,2016,4.185744016649324,1.0,87
501,2016-01-24,851.0,1920.0,4,2,2016,4.432291666666667,1.0,88
502,2016-01-25,1912.0,4462.0,9,2,2016,4.285073957866428,1.0,89
503,2016-01-26,1639.0,3892.0,8,2,2016,4.2112024665981505,1.0,90
504,2016-01-27,1684.0,3846.0,8,2,2016,4.37857514300572,1.0,91
505,2016-01-28,1239.0,2879.0,6,2,2016,4.303577631121918,1.0,92
506,2016-01-29,1808.0,4318.0,9,2,2016,4.1871236683649835,1.0,93
507,2016-01-30,1556.0,3411.0,7,2,2016,4.56171210788625,1.0,94
508,2016-01-31,1390.0,3358.0,7,2,2016,4.1393686718284695,1.0,95
509,2016-02-01,1868.0,4421.0,9,2,2016,4.2252883962904315,1.0,96
510,2016-02-02,1040.0,2396.0,5,2,2016,4.340567612687813,1.0,97
511,2016-02-03,2285.0,5282.0,11,2,2016,4.326012873911397,1.0,98
512,2016-02-04,840.0,1921.0,4,2,2016,4.372722540343571,1.0,99
513,2016-02-05,2017.0,4801.0,10,2,2016,4.201208081649656,1.0,100
514,2016-02-06,2047.0,4846.0,10,2,2016,4.224102352455633,1.0,101
515,2016-02-07,827.0,1922.0,4,2,2016,4.302809573361082,1.0,102
516,2016-02-08,2077.0,4950.0,10,2,2016,4.195959595959596,1.0,103
517,2016-02-09,1135.0,2450.0,5,2,2016,4.63265306122449,1.0,104
518,2016-02-10,2591.0,5817.0,12,2,2016,4.454186006532576,1.0,105
519,2016-02-11,407.0,961.0,2,2,2016,4.235171696149844,1.0,106
520,2016-02-14,369.0,480.0,1,2,2016,7.6875,3.0,107
521,2016-02-18,584.0,1443.0,3,2,2016,4.047124047124047,4.0,108
522,2016-02-19,3013.0,6766.0,14,2,2016,4.453148093408218,1.0,109
523,2016-02-20,859.0,2024.0,4,2,2016,4.2440711462450595,1.0,110
524,2016-02-21,2164.0,4803.0,10,2,2016,4.505517384967728,1.0,111
525,2016-02-22,1452.0,3411.0,7,2,2016,4.256816182937555,1.0,112
526,2016-02-23,1108.0,2455.0,5,2,2016,4.513238289205702,1.0,113
527,2016-02-24,2128.0,4804.0,10,2,2016,4.429641965029143,1.0,114
528,2016-02-25,1325.0,2889.0,6,2,2016,4.586362062997577,1.0,115
529,2016-02-26,1647.0,3890.0,8,2,2016,4.233933161953727,1.0,116
530,2016-02-27,1651.0,3891.0,8,2,2016,4.243125160627088,1.0,117
531,2016-02-28,1457.0,3360.0,7,2,2016,4.336309523809524,1.0,118
532,2016-02-29,1510.0,3360.0,7,2,2016,4.494047619047619,1.0,119
533,2016-03-01,1298.0,2927.0,6,2,2016,4.434574649812094,1.0,120
534,2016-03-02,2221.0,5291.0,11,2,2016,4.197694197694197,1.0,121
535,2016-03-03,812.0,1921.0,4,2,2016,4.2269651223321185,1.0,122
536,2016-03-04,2064.0,4854.0,10,2,2016,4.2521631644004945,1.0,123
537,2016-03-05,1673.0,3841.0,8,2,2016,4.355636552980994,1.0,124
538,2016-03-06,1493.0,3415.0,7,2,2016,4.3718887262079065,1.0,125
539,2016-03-07,1458.0,3370.0,7,2,2016,4.326409495548962,1.0,126
540,2016-03-08,1219.0,2930.0,6,2,2016,4.160409556313994,1.0,127
541,2016-03-09,1982.0,4324.0,9,2,2016,4.583718778908418,1.0,128
542,2016-03-10,852.0,1921.0,4,2,2016,4.435190005205622,1.0,129
543,2016-03-11,2098.0,4855.0,10,2,2016,4.321318228630278,1.0,130
544,2016-03-12,2114.0,4850.0,10,2,2016,4.358762886597938,1.0,131
545,2016-03-13,976.0,2404.0,5,2,2016,4.059900166389351,1.0,132
546,2016-03-14,1921.0,4328.0,9,2,2016,4.438539741219963,1.0,133
547,2016-03-15,1267.0,2883.0,6,2,2016,4.394727714186611,1.0,134
548,2016-03-16,1974.0,4326.0,9,2,2016,4.563106796116505,1.0,135
549,2016-03-17,1619.0,3888.0,8,2,2016,4.164094650205762,1.0,136
550,2016-03-18,1722.0,3843.0,8,2,2016,4.48087431693989,1.0,137
551,2016-03-19,1813.0,4321.0,9,2,2016,4.195788012034251,1.0,138
552,2016-03-20,1243.0,2930.0,6,2,2016,4.242320819112628,1.0,139
553,2016-03-21,1789.0,4321.0,9,2,2016,4.140245313584818,1.0,140
554,2016-03-22,842.0,1917.0,4,2,2016,4.39227960354721,1.0,141
555,2016-03-23,2502.0,5753.0,12,2,2016,4.349035285937772,1.0,142
556,2016-03-24,966.0,2398.0,5,2,2016,4.028356964136781,1.0,143
557,2016-03-25,1988.0,4422.0,9,2,2016,4.495703301673451,1.0,144
558,2016-03-26,2043.0,4801.0,10,2,2016,4.255363465944595,1.0,145
559,2016-03-27,1055.0,2399.0,5,2,2016,4.3976656940391825,1.0,146
560,2016-03-28,2030.0,4800.0,10,2,2016,4.229166666666667,1.0,147
561,2016-03-29,1195.0,2887.0,6,2,2016,4.139244890890198,1.0,148
562,2016-03-30,1797.0,4422.0,9,2,2016,4.063772048846676,1.0,149
563,2016-03-31,1262.0,2877.0,6,2,2016,4.386513729579423,1.0,150
564,2016-04-01,2030.0,4849.0,10,2,2016,4.186430191792122,1.0,151
565,2016-04-02,1022.0,2401.0,5,2,2016,4.256559766763848,1.0,152
566,2016-04-03,2271.0,5275.0,11,2,2016,4.30521327014218,1.0,153
567,2016-04-05,2211.0,5341.0,11,2,2016,4.139674218311177,2.0,154
568,2016-04-06,1658.0,3837.0,8,2,2016,4.3210841803492315,1.0,155
569,2016-04-07,1040.0,2400.0,5,2,2016,4.333333333333333,1.0,156
570,2016-04-08,2106.0,4851.0,10,2,2016,4.341372912801484,1.0,157
571,2016-04-09,1289.0,2882.0,6,2,2016,4.472588480222068,1.0,158
572,2016-04-10,1849.0,4373.0,9,2,2016,4.228218614223645,1.0,159
573,2016-04-11,1914.0,4318.0,9,2,2016,4.432607688744789,1.0,160
574,2016-04-12,998.0,2447.0,5,2,2016,4.078463424601553,1.0,161
575,2016-04-13,2931.0,6772.0,14,2,2016,4.328115770821028,1.0,162
576,2016-04-16,753.0,1922.0,4,3,2016,3.9177939646201874,3.0,163
577,2016-04-17,811.0,1922.0,4,3,2016,4.219562955254943,1.0,164
578,2016-04-18,575.0,1438.0,3,3,2016,3.998609179415855,1.0,165
579,2016-04-19,323.0,961.0,2,3,2016,3.36108220603538,1.0,166
580,2016-04-20,598.0,1439.0,3,3,2016,4.155663655316191,1.0,167
581,2016-04-21,612.0,1436.0,3,3,2016,4.261838440111421,1.0,168
582,2016-04-22,589.0,1440.0,3,3,2016,4.090277777777778,1.0,169
583,2016-04-23,770.0,1924.0,4,3,2016,4.002079002079002,1.0,170
584,2016-04-24,823.0,1972.0,4,3,2016,4.17342799188641,1.0,171
585,2016-04-25,578.0,1442.0,3,3,2016,4.008321775312067,1.0,172
586,2016-04-26,394.0,964.0,2,3,2016,4.087136929460581,1.0,173
587,2016-04-27,579.0,1442.0,3,3,2016,4.0152565880721225,1.0,174
588,2016-04-28,196.0,482.0,1,3,2016,4.066390041493776,1.0,175
589,2016-04-29,580.0,1442.0,3,3,2016,4.0221914008321775,1.0,176
590,2016-04-30,216.0,480.0,1,3,2016,4.5,1.0,177
591,2016-05-01,576.0,1438.0,3,3,2016,4.0055632823365785,1.0,178
592,2016-05-02,392.0,961.0,2,3,2016,4.079084287200833,1.0,179
593,2016-05-03,407.0,1009.0,2,3,2016,4.033696729435084,1.0,180
594,2016-05-04,221.0,480.0,1,3,2016,4.604166666666667,1.0,181
595,2016-05-05,188.0,531.0,1,3,2016,3.5404896421845575,1.0,182
596,2016-05-06,425.0,960.0,2,3,2016,4.427083333333333,1.0,183
597,2016-05-07,414.0,959.0,2,3,2016,4.316996871741397,1.0,184
598,2016-05-08,407.0,958.0,2,3,2016,4.248434237995824,1.0,185
599,2016-05-09,438.0,1062.0,2,3,2016,4.124293785310734,1.0,186
600,2016-05-10,186.0,479.0,1,3,2016,3.883089770354906,1.0,187
601,2016-05-11,436.0,960.0,2,3,2016,4.541666666666667,1.0,188
602,2016-05-12,212.0,479.0,1,3,2016,4.4258872651356995,1.0,189
603,2016-05-13,194.0,480.0,1,3,2016,4.041666666666667,1.0,190
604,2016-05-15,205.0,480.0,1,3,2016,4.270833333333333,2.0,191
605,2016-05-16,210.0,484.0,1,3,2016,4.338842975206612,1.0,192
606,2016-05-17,199.0,481.0,1,3,2016,4.137214137214137,1.0,193
607,2016-05-18,209.0,480.0,1,3,2016,4.354166666666667,1.0,194
608,2016-05-19,197.0,479.0,1,3,2016,4.112734864300626,1.0,195
609,2016-05-21,183.0,482.0,1,3,2016,3.796680497925311,2.0,196
610,2016-05-22,238.0,480.0,1,3,2016,4.958333333333333,1.0,197
611,2016-05-23,204.0,479.0,1,3,2016,4.258872651356993,1.0,198
612,2016-05-24,212.0,480.0,1,3,2016,4.416666666666667,1.0,199
613,2016-05-25,194.0,478.0,1,3,2016,4.058577405857741,1.0,200
614,2016-05-26,231.0,479.0,1,3,2016,4.822546972860126,1.0,201
615,2016-05-27,200.0,480.0,1,3,2016,4.166666666666667,1.0,202
616,2016-05-28,209.0,482.0,1,3,2016,4.33609958506224,1.0,203
617,2016-05-30,184.0,479.0,1,3,2016,3.8413361169102296,2.0,204
618,2016-06-02,193.0,477.0,1,3,2016,4.046121593291405,3.0,205
619,2016-06-05,187.0,482.0,1,3,2016,3.879668049792531,3.0,206
620,2016-06-08,210.0,483.0,1,3,2016,4.347826086956522,3.0,207
621,2016-06-10,205.0,480.0,1,3,2016,4.270833333333333,2.0,208
622,2016-06-13,209.0,483.0,1,3,2016,4.32712215320911,3.0,209
623,2016-06-16,216.0,478.0,1,3,2016,4.518828451882846,3.0,210
624,2016-06-19,182.0,480.0,1,3,2016,3.7916666666666665,3.0,211
625,2016-10-25,651.0,1442.0,3,2,2017,4.514563106796117,128.0,1
626,2016-10-26,2147.0,4851.0,10,2,2017,4.425891568748711,1.0,2
627,2016-10-27,833.0,1922.0,4,2,2017,4.334027055150885,1.0,3
628,2016-10-28,1608.0,3881.0,8,2,2017,4.143262045864468,1.0,4
629,2016-10-29,1848.0,4376.0,9,2,2017,4.223034734917733,1.0,5
630,2016-10-30,1364.0,3414.0,7,2,2017,3.995313415348565,1.0,6
631,2016-10-31,828.0,1924.0,4,2,2017,4.303534303534303,1.0,7
632,2016-11-01,1924.0,4382.0,9,2,2017,4.390689183021451,1.0,8
633,2016-11-02,2042.0,4911.0,10,2,2017,4.158012624720016,1.0,9
634,2016-11-03,1097.0,2403.0,5,2,2017,4.565126924677486,1.0,10
635,2016-11-04,1795.0,4371.0,9,2,2017,4.106611759322809,1.0,11
636,2016-11-05,1600.0,3849.0,8,2,2017,4.156923876331515,1.0,12
637,2016-11-06,1222.0,2928.0,6,2,2017,4.173497267759562,1.0,13
638,2016-11-07,1427.0,3360.0,7,2,2017,4.247023809523809,1.0,14
639,2016-11-08,1307.0,2881.0,6,2,2017,4.536619229434224,1.0,15
640,2016-11-09,2331.0,5327.0,11,2,2017,4.375821287779237,1.0,16
641,2016-11-10,829.0,1923.0,4,2,2017,4.310972438897555,1.0,17
642,2016-11-11,1642.0,3942.0,8,2,2017,4.165398274987316,1.0,18
643,2016-11-12,2320.0,5280.0,11,2,2017,4.393939393939394,1.0,19
644,2016-11-13,1123.0,2405.0,5,2,2017,4.669438669438669,1.0,20
645,2016-11-14,1537.0,3833.0,8,2,2017,4.0099139055570046,1.0,21
646,2016-11-15,1088.0,2400.0,5,2,2017,4.533333333333333,1.0,22
647,2016-11-16,2278.0,5281.0,11,2,2017,4.313576974057943,1.0,23
648,2016-11-17,993.0,2400.0,5,2,2017,4.1375,1.0,24
649,2016-11-18,2055.0,4846.0,10,2,2017,4.240610813041684,1.0,25
650,2016-11-19,1874.0,4379.0,9,2,2017,4.279515871203471,1.0,26
651,2016-11-20,1287.0,2928.0,6,2,2017,4.395491803278689,1.0,27
652,2016-11-21,1794.0,4320.0,9,2,2017,4.152777777777778,1.0,28
653,2016-11-22,853.0,1917.0,4,2,2017,4.449660928534168,1.0,29
654,2016-11-23,2773.0,6338.0,13,2,2017,4.37519722309877,1.0,30
655,2016-11-25,3073.0,7303.0,15,2,2017,4.207859783650555,2.0,31
656,2016-11-26,1049.0,2395.0,5,2,2017,4.379958246346555,1.0,32
657,2016-11-27,1661.0,3843.0,8,2,2017,4.322144158209732,1.0,33
658,2016-11-28,1453.0,3411.0,7,2,2017,4.2597478745236,1.0,34
659,2016-11-29,1261.0,2984.0,6,2,2017,4.225871313672923,1.0,35
660,2016-11-30,1938.0,4373.0,9,2,2017,4.431740224102446,1.0,36
661,2016-12-01,1264.0,2978.0,6,2,2017,4.244459368703828,1.0,37
662,2016-12-02,1889.0,4321.0,9,2,2017,4.371673223790789,1.0,38
663,2016-12-03,1918.0,4369.0,9,2,2017,4.390020599679561,1.0,39
664,2016-12-04,800.0,1924.0,4,2,2017,4.158004158004158,1.0,40
665,2016-12-05,2376.0,5382.0,11,2,2017,4.414715719063545,1.0,41
666,2016-12-06,1250.0,2881.0,6,2,2017,4.338771259979174,1.0,42
667,2016-12-07,2089.0,4799.0,10,2,2017,4.3529902062929775,1.0,43
668,2016-12-08,1163.0,2882.0,6,2,2017,4.035392088827203,1.0,44
669,2016-12-09,1873.0,4319.0,9,2,2017,4.336652002778421,1.0,45
670,2016-12-10,2156.0,4804.0,10,2,2017,4.487926727726895,1.0,46
671,2016-12-11,1064.0,2452.0,5,2,2017,4.33931484502447,1.0,47
672,2016-12-12,1532.0,3360.0,7,2,2017,4.559523809523809,1.0,48
673,2016-12-13,1288.0,2928.0,6,2,2017,4.398907103825136,1.0,49
674,2016-12-14,2056.0,4806.0,10,2,2017,4.277985851019559,1.0,50
675,2016-12-15,1046.0,2402.0,5,2,2017,4.354704412989176,1.0,51
676,2016-12-16,2055.0,4809.0,10,2,2017,4.273237679351217,1.0,52
677,2016-12-17,1529.0,3411.0,7,2,2017,4.482556435063031,1.0,53
678,2016-12-18,1376.0,3363.0,7,2,2017,4.091584894439489,1.0,54
679,2016-12-19,1072.0,2402.0,5,2,2017,4.462947543713573,1.0,55
680,2016-12-20,2437.0,5486.0,11,2,2017,4.44221655122129,1.0,56
681,2016-12-21,1624.0,3842.0,8,2,2017,4.2269651223321185,1.0,57
682,2016-12-22,1059.0,2400.0,5,2,2017,4.4125,1.0,58
683,2016-12-23,2943.0,6728.0,14,2,2017,4.3742568370986925,1.0,59
684,2016-12-25,1094.0,2399.0,5,2,2017,4.560233430596082,2.0,60
685,2016-12-26,2283.0,5276.0,11,2,2017,4.327141774071266,1.0,61
686,2016-12-27,848.0,1919.0,4,2,2017,4.418968212610735,1.0,62
687,2016-12-28,2098.0,4855.0,10,2,2017,4.321318228630278,1.0,63
688,2016-12-29,1172.0,2882.0,6,2,2017,4.066620402498265,1.0,64
689,2016-12-30,2183.0,4801.0,10,2,2017,4.546969381378879,1.0,65
690,2016-12-31,1282.0,2884.0,6,2,2017,4.445214979195562,1.0,66
691,2017-01-01,1073.0,2453.0,5,2,2017,4.374235629841011,1.0,67
692,2017-01-02,1646.0,3843.0,8,2,2017,4.283112151964611,1.0,68
693,2017-01-03,1690.0,3836.0,8,2,2017,4.40563086548488,1.0,69
694,2017-01-04,1519.0,3360.0,7,2,2017,4.520833333333333,1.0,70
695,2017-01-05,1730.0,3841.0,8,2,2017,4.504035407445977,1.0,71
696,2017-01-06,1755.0,3890.0,8,2,2017,4.5115681233933165,1.0,72
697,2017-01-07,1477.0,3411.0,7,2,2017,4.330108472588684,1.0,73
698,2017-01-08,1924.0,4422.0,9,2,2017,4.350972410673903,1.0,74
699,2017-01-09,602.0,1438.0,3,2,2017,4.186369958275382,1.0,75
700,2017-01-10,1868.0,4324.0,9,2,2017,4.320074005550416,1.0,76
701,2017-01-11,1231.0,2880.0,6,2,2017,4.274305555555555,1.0,77
702,2017-01-12,1327.0,2879.0,6,2,2017,4.609239319208059,1.0,78
703,2017-01-13,1904.0,4324.0,9,2,2017,4.403330249768733,1.0,79
